,cross_val,is_stand,fold,k,weight,metric,acc,f1
1186,StratifiedKFold,False,5,2,mma,euclidean,0.9555383955383955,0.9574824681491348
1187,StratifiedKFold,False,5,2,mma,manhattan,0.9772922502334267,0.9783828008023279
1188,StratifiedKFold,False,5,3,uniform,euclidean,0.966154642036995,0.96708175616795
1189,StratifiedKFold,False,5,3,uniform,manhattan,0.9657049486461251,0.9669612840474778
1190,StratifiedKFold,False,5,3,distance,euclidean,0.96062558356676,0.9615528497267628
1191,StratifiedKFold,False,5,3,distance,manhattan,0.9660224089635854,0.9672842852827598
1192,StratifiedKFold,False,5,3,mma,euclidean,0.9555204784616549,0.9563309760838364
1193,StratifiedKFold,False,5,3,mma,manhattan,0.9774424003835769,0.9788872547853058
1194,StratifiedKFold,False,5,4,uniform,euclidean,0.9604403563227093,0.961580483294128
1195,StratifiedKFold,False,5,4,uniform,manhattan,0.9668082368082368,0.9688688102021435
1196,StratifiedKFold,False,5,4,distance,euclidean,0.9776190476190476,0.9779168148290955
1197,StratifiedKFold,False,5,4,distance,manhattan,0.9722136422136423,0.9737934028508741
1198,StratifiedKFold,False,5,4,mma,euclidean,0.9612526812526813,0.9628158014824681
1199,StratifiedKFold,False,5,4,mma,manhattan,0.9660138289550054,0.9673860801964119
1200,StratifiedKFold,False,5,5,uniform,euclidean,0.9664814394226159,0.9680267049389857
1201,StratifiedKFold,False,5,5,uniform,manhattan,0.9556792086203851,0.9563469857650135
1202,StratifiedKFold,False,5,5,distance,euclidean,0.9609258838670603,0.9613239584101522
1203,StratifiedKFold,False,5,5,distance,manhattan,0.9720634920634921,0.9723907675791734
1204,StratifiedKFold,False,5,5,mma,euclidean,0.9828478057889822,0.9837504873294347
1205,StratifiedKFold,False,5,5,mma,manhattan,0.9656776945012239,0.9672390682965396
1206,StratifiedKFold,False,5,6,uniform,euclidean,0.9444093673505438,0.9459514371940264
1207,StratifiedKFold,False,5,6,uniform,manhattan,0.972054912054912,0.9739985310560023
1208,StratifiedKFold,False,5,6,distance,euclidean,0.9556792086203851,0.9572717481123277
1209,StratifiedKFold,False,5,6,distance,manhattan,0.9713919802155097,0.9723264162961683
1210,StratifiedKFold,False,5,6,mma,euclidean,0.9553882453882454,0.9560317362043868
1211,StratifiedKFold,False,5,6,mma,manhattan,0.9723637923637923,0.9740046126712794
1212,StratifiedKFold,False,5,7,uniform,euclidean,0.9658543417366947,0.9670355232811373
1213,StratifiedKFold,False,5,7,uniform,manhattan,0.9718689277512806,0.9729306233501505
1214,StratifiedKFold,False,5,7,distance,euclidean,0.960281626163979,0.9605279642808248
1215,StratifiedKFold,False,5,7,distance,manhattan,0.9717187776011306,0.9727194135297452
1216,StratifiedKFold,False,5,7,mma,euclidean,0.9609173038584803,0.9619872628995436
1217,StratifiedKFold,False,5,7,mma,manhattan,0.9717366946778712,0.9735963617702748
1218,StratifiedKFold,False,5,8,uniform,euclidean,0.9602722890958185,0.9622831151953959
1219,StratifiedKFold,False,5,8,uniform,manhattan,0.9836336336336337,0.9840416867083533
1220,StratifiedKFold,False,5,8,distance,euclidean,0.9552115981527746,0.955810506751773
1221,StratifiedKFold,False,5,8,distance,manhattan,0.9661725591137356,0.9675836110606094
1222,StratifiedKFold,False,5,8,mma,euclidean,0.9665079365079365,0.9665863674986482
1223,StratifiedKFold,False,5,8,mma,manhattan,0.9667903197314962,0.9680554663010803
1224,StratifiedKFold,False,5,9,uniform,euclidean,0.9718782648194413,0.9721152739398354
1225,StratifiedKFold,False,5,9,uniform,manhattan,0.9833068362480127,0.9847422035827833
1226,StratifiedKFold,False,5,9,distance,euclidean,0.9494879753703283,0.9510209296875963
1227,StratifiedKFold,False,5,9,distance,manhattan,0.9719047619047619,0.9723049789716456
1228,StratifiedKFold,False,5,9,mma,euclidean,0.9609258838670603,0.9619317456846062
1229,StratifiedKFold,False,5,9,mma,manhattan,0.9888803088803089,0.9893907437815485
1230,StratifiedKFold,False,5,10,uniform,euclidean,0.9663227092638857,0.9681289896362361
1231,StratifiedKFold,False,5,10,uniform,manhattan,0.972054912054912,0.9739985310560023
1232,StratifiedKFold,False,5,10,distance,euclidean,0.9663227092638857,0.9680267049389857
1233,StratifiedKFold,False,5,10,distance,manhattan,0.9826797385620915,0.9841804368471035
1234,StratifiedKFold,False,5,10,mma,euclidean,0.9606349206349206,0.9608035914702582
1235,StratifiedKFold,False,5,10,mma,manhattan,0.9664993564993565,0.967428030731116
1236,StratifiedKFold,False,5,15,uniform,euclidean,0.9607671537083302,0.9618750294539768
1237,StratifiedKFold,False,5,15,uniform,manhattan,0.9776190476190476,0.9785613892280559
1238,StratifiedKFold,False,5,15,distance,euclidean,0.9601221389456683,0.9605636680406664
1239,StratifiedKFold,False,5,15,distance,manhattan,0.9609258838670603,0.9629107489397345
1240,StratifiedKFold,False,5,15,mma,euclidean,0.9601493930905696,0.9604388526127656
1241,StratifiedKFold,False,5,15,mma,manhattan,0.9663133721957251,0.9677141870475203
1242,StratifiedKFold,False,5,20,uniform,euclidean,0.9718868448280213,0.9723907831331767
1243,StratifiedKFold,False,5,20,uniform,manhattan,0.9660130718954248,0.9678710178710178
1244,StratifiedKFold,False,5,20,distance,euclidean,0.9661639791051556,0.9665476573882371
1245,StratifiedKFold,False,5,20,distance,manhattan,0.9718868448280213,0.9731412311109832
1246,StratifiedKFold,False,5,20,mma,euclidean,0.9668082368082368,0.9679364092697427
1247,StratifiedKFold,False,5,20,mma,manhattan,0.9718868448280213,0.9735615187929031
1248,StratifiedKFold,False,5,25,uniform,euclidean,0.977601130542307,0.9788872547853058
1249,StratifiedKFold,False,5,25,uniform,manhattan,0.954398516163222,0.9565144504842025
1250,StratifiedKFold,False,5,25,distance,euclidean,0.9607578166401696,0.9619611483806755
1251,StratifiedKFold,False,5,25,distance,manhattan,0.9779279279279279,0.9786263970172016
1252,StratifiedKFold,False,5,25,mma,euclidean,0.972054912054912,0.9734905945480659
1253,StratifiedKFold,False,5,25,mma,manhattan,0.9715686274509804,0.9729916256582923
1254,StratifiedKFold,False,5,30,uniform,euclidean,0.9777512806924572,0.9788933364005828
1255,StratifiedKFold,False,5,30,uniform,manhattan,0.96061700355818,0.9627971720285563
1256,StratifiedKFold,False,5,30,distance,euclidean,0.9776190476190476,0.9785613892280559
1257,StratifiedKFold,False,5,30,distance,manhattan,0.9610853710853711,0.9632386379053046
1258,StratifiedKFold,False,5,30,mma,euclidean,0.9829979559391324,0.9839207725571912
1259,StratifiedKFold,False,5,30,mma,manhattan,0.9597953415600474,0.9614295444870158
1260,StratifiedKFold,False,10,1,uniform,euclidean,0.9557383040935672,0.9570485070485071
1261,StratifiedKFold,False,10,1,uniform,manhattan,0.9663398692810458,0.9674048174048173
1262,StratifiedKFold,False,10,1,distance,euclidean,0.9538398692810457,0.9553354053354053
1263,StratifiedKFold,False,10,1,distance,manhattan,0.9774509803921568,0.9783475783475784
1264,StratifiedKFold,False,10,1,mma,euclidean,0.9495979532163743,0.9519347319347319
1265,StratifiedKFold,False,10,1,mma,manhattan,0.9780701754385965,0.9793628593628594
1266,StratifiedKFold,False,10,2,uniform,euclidean,0.9330065359477124,0.9356199356199355
1267,StratifiedKFold,False,10,2,uniform,manhattan,0.96593782249742,0.9686402486402486
1268,StratifiedKFold,False,10,2,distance,euclidean,0.9555211558307534,0.9567558367558368
1269,StratifiedKFold,False,10,2,distance,manhattan,0.9722222222222222,0.9734654234654234
1270,StratifiedKFold,False,10,2,mma,euclidean,0.9551943584451325,0.9567558367558368
1271,StratifiedKFold,False,10,2,mma,manhattan,0.97218782249742,0.9741736041736042
1272,StratifiedKFold,False,10,3,uniform,euclidean,0.9600146198830409,0.961051541051541
1273,StratifiedKFold,False,10,3,uniform,manhattan,0.9666666666666667,0.9678099678099678
1274,StratifiedKFold,False,10,3,distance,euclidean,0.9495979532163743,0.951002331002331
1275,StratifiedKFold,False,10,3,distance,manhattan,0.9653186274509804,0.9671365671365671
1276,StratifiedKFold,False,10,3,mma,euclidean,0.9659722222222222,0.9666925666925666
1277,StratifiedKFold,False,10,3,mma,manhattan,0.9722222222222222,0.9734654234654234
