,cross_val,is_stand,fold,k,weight,metric,acc,f1
495,StratifiedKFold,True,3,25,distance,manhattan,0.8043110471157011,0.6962950820359978
496,StratifiedKFold,True,3,25,mma,euclidean,0.775515871045571,0.7285224447492001
497,StratifiedKFold,True,3,25,mma,manhattan,0.776222946767956,0.6293938046188136
498,StratifiedKFold,True,3,30,uniform,euclidean,0.747645686102514,0.8305262845879092
499,StratifiedKFold,True,3,30,uniform,manhattan,0.7532655129103384,0.6908915325545012
500,StratifiedKFold,True,3,30,distance,euclidean,0.7664526130539603,0.7676241457034791
501,StratifiedKFold,True,3,30,distance,manhattan,0.7795578799865389,0.6958020523005627
502,StratifiedKFold,True,3,30,mma,euclidean,0.7711474487347114,0.7970255637772652
503,StratifiedKFold,True,3,30,mma,manhattan,0.7802107067263221,0.7702177786551255
504,StratifiedKFold,True,5,1,uniform,euclidean,0.8587142185979395,0.8138630477550575
505,StratifiedKFold,True,5,1,uniform,manhattan,0.920060572502433,0.9033704642492184
506,StratifiedKFold,True,5,1,distance,euclidean,0.8652387664015571,0.7824835135801511
507,StratifiedKFold,True,5,1,distance,manhattan,0.9113831001040303,0.8844068004051319
508,StratifiedKFold,True,5,1,mma,euclidean,0.8505876036108594,0.7867346866354096
509,StratifiedKFold,True,5,1,mma,manhattan,0.9052723245746501,0.8793688868396877
510,StratifiedKFold,True,5,2,uniform,euclidean,0.8236420685257895,0.7790140669980198
511,StratifiedKFold,True,5,2,uniform,manhattan,0.8353949796973053,0.7906429422141324
512,StratifiedKFold,True,5,2,distance,euclidean,0.8691006409611061,0.7977048510066679
513,StratifiedKFold,True,5,2,distance,manhattan,0.9106951575556227,0.877676326852263
514,StratifiedKFold,True,5,2,mma,euclidean,0.8571796033423941,0.7783256229909374
515,StratifiedKFold,True,5,2,mma,manhattan,0.9116626396858954,0.8737149877546615
516,StratifiedKFold,True,5,3,uniform,euclidean,0.873112520554381,0.8175488366715546
517,StratifiedKFold,True,5,3,uniform,manhattan,0.902160139602,0.8560994852179502
518,StratifiedKFold,True,5,3,distance,euclidean,0.874207020369811,0.8455823185863972
519,StratifiedKFold,True,5,3,distance,manhattan,0.9190075170307729,0.8884335970542866
520,StratifiedKFold,True,5,3,mma,euclidean,0.8513473606496862,0.7754684082105291
521,StratifiedKFold,True,5,3,mma,manhattan,0.9054426323030974,0.8609427569985597
522,StratifiedKFold,True,5,4,uniform,euclidean,0.8455298835531394,0.7573816702072117
523,StratifiedKFold,True,5,4,uniform,manhattan,0.8566406590825195,0.7884329408078018
524,StratifiedKFold,True,5,4,distance,euclidean,0.8742066847880802,0.8053036188857853
